video_id,title,views,language
3KdggIRWiR0,Яценюк. НЕпопулист. Вернулся,419835,German
WOkPlcmCyzU,Sarah Seifert │Ples│Supertalent Hrvatska 2017.│Polufinale,260385,German
9EYAE-OEjfg,DER ZIMTIGSTE DRINK DER WELT !!! | PrankBrosTV,100607,German
8C-4QBgwUuk,Folge 2808: Angst vor Beatrice | Sturm der Liebe,48016,German
SGxi0SoPnLQ,PUNCH AROGUNZ - 100 BARS / WAKE-UP CALL (prod. by Scaletta),148367,German
A4mLsh07Eus,Experimente - Was passiert mit Mais im Glätteisen?,161786,German
hUzgZAEG5RE,Negativ-Rekord für Battlefront 2 - Entschädigung für Age of Empires - News,82380,German
WLkFWX8ewxk,NEUE KINO TRAILER 2017 (German Deutsch) KW 46,83889,German
bnr4FIovIec,Kind in Zeitung entdeckt: Durchtriebene Bandenarbeit | Die Ruhrpottwache | SAT.1 TV,52673,German
Ejyp7ryu3Q0,6 Dinge die du niemals im Fitnessstudio machen solltest!,292988,German
GBNp7Up_y6E,E diela shqiptare - Ka nje mesazh per ty - Pjesa 1! (12 nentor 2017),185548,German
7OGVjXMw3Kw,FIFA 18: YEES! MEIN DRITTES 40-0 I DIE LETZTEN 10 SPIELE! 😏😍,72337,German
2ztjIfgquRU,"AGRITECHNICA 2017 - Messerundgang Teil 2 [New Holland, Deutz-Fahr, Fendt]",108622,German
THlX7a9bfTs,Terror-Kind [subtitled] | Knallerfrauen mit Martina Hill,39986,German
Mr3ZmvpdSM8,"Ist Katja Krasavice deine Konkurrentin, du Bumsluder? | Micaela Schäfer im Hater-Interview",148357,German
-lgdJ39Imto,Savaşçı 20. Bölüm,142715,German
ZISFmNM9p3s,Şevkat Yerimdar 25. Bölüm,220911,German
v5_27anzZwY,Fazilet Hanım ve Kızları 22. Bölüm,935983,German
ldOa-2m6bQc,"Mikrometer, um 1900 - Bares für Rares vom 13.11.2017 | ZDF",5853,German
kUFB_AseTl0,Das war knapp?! Ostdeutsche Meisterschaft! #Oldschooldiet VLOG 14.1,36875,German
Zo9CSpCLPVc,Kojshia Show - Emisioni 124 (Sez 2017) 11.11.2017,178906,German
YGA-zEWGAQ0,Lege eine Zitrone mit Salz auf einen Teller und schau was passiert!,15737,German
LuQI2BLhCCI,بث مباشر مباراة العراق و سوريا 2017/11/13,105138,German
oZL3hWtWHGA,Ben treibt Krumme Geschäfte? 🤦😲 | Köln 50667,24103,German
U271g04LDVo,FIFA 18: EXTREME TEAM ROTATE CHALLENGE 😱😱,94891,German
wE679w4XF1s,Pimp my Playmobil - Familie Hauser bastelt Gemüse - Kinderfilm Special,99356,German
TDn28TahPA8,Versuche NICHT AWW zu SAGEN bei diesem VIDEO!! (MEGA süße Tiere - UNMÖGLICH!),145694,German
7qiOrNao9fg,Google Translate Interview w/ Craig Robinson,269764,German
T89nYASkYI4,"Portokalli, 12 Nentor 2017 - Nasi dhe Fotinia (Humbja ne qendren tregetare)",55547,German
SxHThLAyICc,Michael Schumacher: Dramatisches Statement von seiner Frau!,18681,German
vv0XKGWVBKo,บ่วงบรรจถรณ์ BuangBunjathorn EP.5 ตอนที่ 3/9 | 13-11-60 | Ch3Thailand,22275,German
gVrhwJjDhDw,SIMULACRA #06 - Taylor: FREUND oder FEIND? ● Let's Play Simulacra,12667,German
tb75j5uqPio,All-Star Teams entschieden! LoL News mit Sola,69086,German
9c_qlRtC5rs,Müssen YouTuber Vorbilder sein?,23218,German
aNyAJelSDfI,Вести недели с Дмитрием Киселёвым от 12.11.17,302436,German
b5BDRiks2MI,DER ERSTE GRIEFERGAMES DISSTRACK!,7133,German
BycbCTTE3ZU,One Piece 814 Preview | Vorschau [HD] by onepiece-tube.com,27364,German
hR8x0BnXUV4,Cennet'in Gözyaşları 8. Bölüm,272456,German
GSid9wlRqBQ,Julien Bam reagiert auf HATE Kommentare (zum aller ersten Mal),1186759,German
KNq8laLAqcc,เธอคือพรหมลิขิต | EP.13 (2/6)  | 13 พ.ย. 60 | one31,363046,German
j8h7KEGcswk,Engel 11:11 Portal Orakel für die Woche vom 13. bis 19.November 2017,13363,German
5MYXzKS95XY,Denunziantentum heißt jetzt Zivilcourage,6051,German
_UEk3WRixnc,Bodybuilder bekommen Platzwunden - Paintball Challenge!!,31500,German
fSdWRuVTcP8,Izvlačenje automobila sa nastradalim iz rijeke Spreče,65147,German
pWW4q6Kgs5o,Was dir niemand über Silicium sagt,5099,German
AXSPjgtmnuo,BREAKFAST: Differences in Germany & USA,37034,German
oZYT_vC4-pc,КВН 2017 Высшая лига Вторая 1/2 (12.11.2017) ИГРА ЦЕЛИКОМ Full HD,442228,German
1NJ7rLUS1PU,"tagesschau 20:00 Uhr, 12.11.2017",8596,German
mpdSLQRKqns,Sturm der Liebe Vorschau für Folge 2809 -  2813,17361,German
ZvL6RxxflIo,فيديو مسرب من كواليس مقابلة الحريري,25992,German
P2pOaG_N_4M,Herber Schlag für Merkel: Union fällt in Umfrage auf tiefsten Stand seit sechs Jahren,3095,German
pwpuSWdA1vc,TOP 20 Deutschrap CHARTS | 12. November 2017,76483,German
jQImU-fdKf4,Der EXTREME Alltag eines TATORTREINIGERS | taff | ProSieben,68284,German
ZsZO-uBRRs8,Inas Nacht vom 11.11.2017 Jamsession mit Peter Maffay und Adel Tawil,15884,German
anlMHMJ37pI,Audi TT Bagged | RAD48 | VR Forged Wheel,7079,German
CTkUSeVx4fA,Experimente für Kinder | Süßigkeiten selber machen ganz einfach | Gummibärchen DIY | Geschenkidee,7604,German
-1DkGrAyTfU,Was braucht man wirklich am Auto damit es fährt? | Dumm Tüch,281497,German
4nOpbVXllCY,Surviving Evil 6 - Neu - 2017 HD,4069,German
8opIekYLSRw,Zvezde Granda - Specijal 06 - 2017/2018 - (TV Prva 12.11.2017.),62713,German
-soT-PvDMis,Siyah İnci 8. Bölüm 2. Fragman,194768,German
Qm3YbY5oI8w,ELECTRIC LOVE FESTIVAL 2017 - OFFICIAL AFTERMOVIE [4K],36520,German
cWSU_BDxayw,Massenmigration aus Afrika: Von langer Hand eingefädelt? | 12. November 2017 | www.kla.tv/11431,11868,German
wJwP7MigYtc,The Shower Song,254226,German
KSj3XHuABmI,DISNEY hat probiert IHN zu verstecken -  MILLENNIUM FALKEN in GOOGLE MAPS entdeckt/aufgetaucht!,31432,German
d8JxIUGWBn8,Krodh | KOPS | Official Teaser | ZYRRHIX,54742,German
-0ilM33s70k,Kleiner Gute Nacht Gruß für dich 🌙 mit lieben Grüßen von mir 💗,6177,German
MxRlVbhMcRg,Yeni Gelin 24. Bölüm,419325,German
tx6hcX7BpC4,"Oğlu 3 Yıl Önce Öldü, Bir Gün Bir Çocuk Kapıyı Çaldı ve Anne Benim Dedi.",133157,German
aq2_dEBgPeg,LEGO RENNWAGEN BATTLE (Oskar vs. Max) 🏎 😳,61222,German
dqmchgH9jwg,EINFACH NUR UNGLAUBLICH - DIESES SPIEL MÜSST IHR EUCH ANSCHAUEN! | FIFA 18 WEEKEND LEAGUE,32873,German
ITyHga-RWoE,Schülerin zeigt Mitschüler wegen schwarzen Humor an - Kuchen Talks #254,349871,German
ZGBZVovL3Yo,"News - Rich Pianas Autopsiebericht veröffentlicht, Hardgainer Song, Sophia Thiel Body Update",30907,German
CXaufwUE_e4,Jupp Heynckes rät FC Bayern zu Knaller-Transfer | SPORT1 TRANSFERMARKT,66652,German
yq-S3TMtW64,Outlander Episode 3x09 Jamie And Claire Hot Scene On The Board,36503,German
_PuX0A35lAI,Lets Bastel News #64 | News rund um den Kanal,13690,German
kevrZ_P4VLI,Torsten Sträter: Die neue Achse des Bösens - Blasentee - NightWash,17747,German
izPKLdfZo64,Полный выпуск Нового Вечернего Квартала 2017 от 11 ноября,542113,German
3OVAxYFad_8,Helene Stöcker Google Doodle,8935,German
jGRyOPw93zg,Bibis Beauty Palace ändert ihren Kanal komplett!,165137,German
YH1obme9L20,Ahmet Başbahar telefon bağlantısında - Müge Anlı İle Tatlı Sert 13 Kasım,17498,German
I-ADdAJ-its,Skyrmionen - Die Computerrevolution? - Clixoom Science & Fiction,32984,German
giUivdCbg0g,شاهد بالفيديو الهزة الارضية في داخل استديو قناة الاتجاه اثناء برنامج الان,249031,German
XpQnnGdFe98,"Austin Aries spricht über WWE Abgang, Paige Comeback & wieder Single | WWE NEWS 81/2017",17306,German
Y8kD7G5xQJk,"Priyamanaval Episode 863, 13/11/17",226795,German
QRcfpfyPpO4,17 Hunde Die Stärker Sind Als Ein Wolf!,128811,German
AT76sOaT8Zk,คุยเเซ่บShow : เปิดใจ ลูก เมีย โจ บอยสเก๊าท์ ครั้งแรก,285197,German
HWtIkDpoSK8,DAX Mittagsausblick - Verkaufsdruck bleibt hoch,1460,German
W2eM585DawQ,World of Warships - Pan-Asian Destroyers,11356,German
Cy9Gb9mVPUk,Trailerpark Open Air 2017 Aftermovie,32277,German
SQtTYtTkha8,waiting for a new querly video be like..,72341,German
YMf97kBw_BA,O Sa Mire - Episodi 117,207724,German
6-m1wRPvzlk,10 Zutaten Challenge: Herbst I Mit Hannah von Klein aber Lecker I MAGGI Kochstudio,5464,German
dVUQ48GY7WQ,Jayo Truth - ውድድር ፍሉይ ክእለት #5 - Eritrean Talent Show 2017,57574,German
CNF2F0oxRPI,AGRITECHNICA 2017 - Der Tag davor | VLOG #2 | Fendt Claas John Deere Valtra,145860,German
oUPE3tQNFd0,ASKLamiya | MEIN FREUND stellt mir EURE Fragen | LamiyaSlimani,45571,German
rvwM535cjV4,Verliert Inka Bause wegen Narumol ihren Job?,27935,German
M1XtccmX70A,İstanbullu Gelin 25. Bölüm Fragman,191639,German
ZeyZMwuEFNQ,Unschlagbares Gebot bei Bares für Rares,73586,German
pHSJKLbQgAM,Smilodox - Neuer Sneaker VELOX ab sofort online!,55170,German
NqqO2c5i3lI,İsmini vermek istemeyen izleyicilerin iddiaları canlı yayında! - Esra Erol'da 13 Kasım 2017,16147,German
2zdq5_hSI8w,Dschungelcamp 2018: Diese Stars sind dabei!,7683,German
8nqozlP3Rj4,Knochenbruch bei Geburt | Klinik am Südring | SAT.1 TV,319115,German
9k_ARQLK4NU,Mein OPA errät PREISE meiner KLEIDUNG | Saint Moré,34249,German
zNd2pbCw3KY,Das dritte Geschlecht und Dreier | Almost Daily #317,34791,German
zp5oj_nOs0w,15 Mythen - die du nicht mehr glauben solltest!,48679,German
ga_Ra5R-U0Q,Darth Maul's erstes Jedi-Opfer! [Legends],54598,German
8WhVEd_nQbU,88+ ICON WALKOUT im PACK OPENING BATTLE vs. WAKEZ!! 💎🔥💎 Fifa 18 Ultimate Team Deutsch,117991,German
EGae9gEo_vU,Folge 2544: Als Baby vertauscht | Rote Rosen,7153,German
zTcNN-zwCog,Unge REAGIERT auf Kochen mit Tanzverbot! | ungeklickt,249219,German
7u6v3_pO-7E,Felix von der Laden Vlog Musik | Conro - Circus (feat. Beckii Power)🍂,27450,German
vOtqfhwvY94,100% Kostenlos Gutschein - Ihr wolltet immer Leben wie ein König? - Ich zeige euch wie VLOG03,22151,German
xqA-K6X5pU4,[100%] echte Methode für Kostenlos Steam Gutschein bekommen,13860,German
LPkOkDCk_6E,Deutschland gegen Frankreich - die Tore | Sportschau,129193,German
wqFYaZILMAQ,bav-Leitfaden für Arbeitgeber,5917,German
pIMp3saKBEM,Sensation! Italien verpasst die WM: Italien - Schweden 0:0 | Highlights | WM-Quali | DAZN,416619,German
GuR5nYMQ9r8,Bekommt dieser Junge auch ohne Operation wieder gerade Beine? | Klinik am Südring | SAT.1 TV,176563,German
VqBfHwKpkbA,Talkgast enthüllt inszenierte ZDF-Show,104154,German
UhAKwwjn2f8,Söz | 21.Bölüm,2420770,German
iu05JKNOhxU,Tanzverbot: Diskussion um Unge Reagiert Video,116304,German
LfAZtfAqpxc,Das neue Game of Thrones? Amazon plant Herr der Ringe Prequel | WALUEXTRA,65926,German
j7HnYUWoGdU,JP Performance - Schwierige Entscheidung | Nissan R32 GTR Felgen und Folie,530671,German
7LYTBVUMnj8,3 Ideen zum Geld verdienen inklusive Schritt für Schritt Anleitung,35820,German
PL46RTsQMVA,Berlin - Tag & Nacht - Kim rächt sich bei ihren Peinigern! #1564 - RTL II,266628,German
1D53CK8hyOo,Die Welt in 30 Jahren - Sommer 2047 -  VOLKAN,9190,German
F2MGNXj8HLo,How the Right Politicized Roy Moore's Sexual Misconduct Allegations: The Daily Show,1059267,German
hWHploA0Td8,WM-Aus für Italien gegen Schweden | Grünwald Freitagscomedy,11146,German
Lz_UfCYo3hQ,Die Katakomben von Paris 🌎 Paris (Frankreich),38104,German
jfs95qoO6tU,Eşkiya Dünyaya Hükümdar Olmaz 80.Bölüm 720p HD 14 Kasım 2017 Part 3,65749,German
OnqUcPkXxGI,Der große Regen | MALI | Folge 19,78612,German
5iF7IRbxeJo,"Ochii din umbra (12.11.2017) -Parintii uitati de copii! O poveste socanta! Sez 15, Ep 12, Partea III",42019,German
GK76BjbQnxc,Ein Blick in die neue AfD-Fraktion - Christian Vollradt trifft Alice Weidel,32534,German
j95wFuiDM5o,Seda ve Uğur'la 47.Bölüm 2.Kısım | 14 Kasım 2017,26245,German
tgRkdR19pl4,Vollbremsung von Lkw Fahrer rettet Kind das Leben Dramatische Szenen aus Norwegen,9663,German
KQ3GUEFP53U,1 Tag in Holgers Werkstatt - Teil 3 | Ein einfacher Schließzylinder wird zum Arbeitszeitfresser,64352,German
R2ftFltzomA,Kim wird von Jacky psychisch zerstört! | Berlin Tag & Nacht #1563,264167,German
uYEgE2fCuK0,Kind flüchtet in Wald - Team Delta 112 zur Stelle | Auf Streife - Die Spezialisten | SAT.1 TV,78775,German
iEADbovEawk,Skandalları ortaya çıkaran Muzaffer Bey canlı yayında! - Esra Erol'da 14 Kasım 2017,21656,German
nQ4bhUfoh2w,Filiz ve Tarik | NISAN | VERLOBUNG | ENGAGEMENT,43667,German
Wk34UEHDgaY,Kemper - StalkBuster Agritechnica 2017 - Deutsch,10106,German
thVbpV1LT14,ARİF V 216 | Pembeşeker V 32 SANİYE,250065,German
dRSiXsYyo0c,Rawisode 13: Another normal biking day II,206869,German
Y4EPgngWH2Q,WIRD ALEX WIEDER SPIELSÜCHTIG ? (KÖLN 50667) | IntroTV,39732,German
_472k8e2hgA,"Der Wert des Kreuzes kommt vom ALTER! - päpstlich, um 1780 (BfR)",45140,German
f1xLsNNlaVk,Donald Trump's Twitter Feud With Kim Jong Un | The Daily Show,219940,German
dLpjfXhytQQ,Folge 2809: Die verlorene Liebesbotschaft | Sturm der Liebe,52318,German
DaQ-rJgeQTw,MSnippets 13.11.2017,18549,German
AZ_YIFRxYGk,เธอคือพรหมลิขิต | EP.14 (6/6) | 14 พ.ย. 60 | one31,1007388,German
edkKimh317w,Sing zu Ende! | Die schlimmsten Sänger aller Zeiten !!!,57718,German
QInpdmG3ufo,Zur aktuellen Rufmordkampagne im Internet wg. Neue Mitte,31971,German
4aYfjEJIYzQ,Grazie Gigi! Buffon verkündet unter Tränen seinen Rücktritt | Italien - Schweden | Interview | DAZN,107238,German
CSFSBY1AFik,"(LAMPART) Iwona Wieczorek: Wyjaśnienie, cz. 2",499284,German
2QLoisN-NA8,Lisa and Lena | Lose It (Jerry Folk Remix) (Musical.ly),15880,German
jA6B5HIF5lE,บ่วงบรรจถรณ์ BuangBunjathorn EP.6 ตอนที่ 2/9 | 14-11-60 | Ch3Thailand,44316,German
MT5-94LOku4,"Flirt Tipps, Verhalten beim Frisör & Ramen Läden | MoinMoin mit Donnie",24536,German
jgVGTcL85Lc,"Gemälde von Euphémie Muraton, um 1880/90  - Bares für Rares vom 13.11.2017 | ZDF",29811,German
JVb1tz1Xxpg,13.11.2017 PEGIDA live vom Hauptbahnhof Dresden,15432,German
5eFVNA4aUFc,Himmelstürmer-Sängerin Franziska tot: So rührend verabschiedet sich ihre Familie,4486,German
mZqKoN0F5XA,Folge 2545: Überraschende Entschuldigung | Rote Rosen,7932,German
8a3TEOAEfcY,Amazing plane landing - surprise!,2909,German
yTV6dGEOU5w,Как мы для Усманова акции Фейсбука покупали,807276,German
_WLZY6X2EgY,Как вам промыли мозг,336940,German
Liu7eGLQzak,Warum wir lügen | Galileo | ProSieben,51426,German
bi0zaylanE0,Eşkıya Dünyaya Hükümdar Olmaz 81.Bölüm Fragman analiz,124642,German
H61xf7-iCqA,Lia & Alfi - Jump and Run mit Mama + E-Stil,43410,German
P53ocP6cLZ4,Familie Dr Kleist Folge 83 Freunde oder mehr,23227,German
oLo5bnfCr3M,"Sigmar Gabriel, die Anstalt & die neoliberale Weltverschwörung der Mont Pèlerin Society",25684,German
IshupRM1yKo,Stirile ProTV de astazi 14 Noiembrie 2017 (ORA 19:00) HD,16987,German
VOodfaZJMTI,Joe & David in der Falle😮 |Berlin Tag und Nacht,15197,German
McE4kVmDrKo,"Verbringe viel Zeit mit lieben Menschen💖Zeige es ihnen, dass sie dir am Herzen 💖liegen☘",16158,German
yniU2XZCnqY,SIMULACRA #07 - Die Wahrheit über Greg ● Let's Play Simulacra,17331,German
UtghnAIMgs8,Beni Affet 1254. Bölüm,177569,German
XxiAy3dstZ8,Kija Kockar: Ja sam srećna žena! Sloba je već daleka prošlost,66438,German
Y_5cXHcD5Uk,Das erste Video mit meinem VATER! | Daniel Abt,64249,German
q8AhPMUBzBs,Lisa und Lena: Wie ist es ein Zwilling zu sein?,40001,German
ndLYcaq7VMY,Как живет Овечкин в США.  Сергей Полонский после тюрьмы.,760233,German
ei1LpoBumeQ,King of Queens Mut zur Dummheit,4895,German
R9Dr5ylOZVQ,Wie geht das? Undercover Jig von Wolfcraft richtig nutzen,4033,German
gckH7RGbiDo,Dr. Rüdiger Dahlke spricht Klartext - 5 Minuten die Du gesehen haben musst!,5440,German
j9ZenoC4E5o,Dolphins vs. Panthers | NFL Week 10 Game Highlights,779509,German
1v_SX8Gpt_E,TRAP & NIGHTCORE / MGMT KIDS by Musicbeatskennedy Vlog 11,5559,German
_VfYh3xvVVE,Müge Anlı ile Tatlı Sert 14 Kasım 2017 - Tek Parça,35292,German
C7o9lcfj-tw,Italien VS Schweden 0-0 (Alle Highlights) Italien scheitert in WM Qualifikation Playoff 2017,102715,German
_3bCI9THOps,Film Irani Jadid Sara va Ayda - فیلم ایرانی جدید کامل سارا و آیدا,24860,German
oT8vMGBugoQ,BODYBUILDER will es WISSEN - WETTKAMPF *EMOTIONAL*,27778,German
iTIz7pF3Rec,EA senkt Battlefront-2-Heldenkosten nach Kritik - Skyrim Together darf nicht auf Steam - News,64720,German
kV_fgZ-5CAo,Tahnee Schaffarczyk hasst Dates - NightWash,27640,German
Qq_SlZu9VvM,Buy & Hold - Funktioniert das noch?,4527,German
G_M_Jk_McTY,60 минут. Почему Рада передумала разрывать дипотношения с Россией? От 14.11.17,162497,German
ZQRhUQm9TPQ,Şok iddia! Yeliz Yeşilmen'i eşi aldattı mı?,34081,German
8SSahF2slJc,Adını Sen Koy 217. Bölüm,166146,German
01QOSw0C-0E,Bilder zu verführerisch? Anne Will verwirrt mit Sexismus-Frage an Verona Pooth,23726,German
ZqalFWPGVYY,1. FC Köln Legende Karl-Heinz Thielen über Hans Schäfer,3061,German
wYce-AjWQcs,Basti ist auf 180 und geht Jacky an..  Berlin Tag & Nacht (Folge 1563),97135,German
m6uDHpfMduI,Söz 21 Bölüm - Nazlı Ateş'in Vurulduğunu Öğrenir!,143548,German
uOwd27Qy3Sw,Nikad nije kasno - Cela emisija 05 - 13.11.2017.,63257,German
v3Z-7UjIIzU,Germany vs France 2-2 - Highlights & Goals - 14 November 2017,202277,German
ZDb88pnDBoc,Ufak Tefek Cinayetler 5. Bölüm Fragman,339639,German
JRSC6h2wgt4,ACRYLGEL | P****Gel von Magnetic | Naturnagelverstärkung,4903,German
NIN0B-VONLU,Lagerfeld greift Merkel an,4087,German
m9JQxSKPjOo,"Priyamanaval Episode 864, 14/11/17",535875,German
YlYuakN31-E,Die schnellste KÜRBISSUPPE der Welt!,5508,German
qoAkdnZsDuM,Die 10 Besten Polizeiautos der Welt,4378,German
f9gSYSRBpH4,FIFA 18: STEAL OR NO STEAL #06,120767,German
v_PUbowETb0,11 NEUE FAKTEN über Gellert GRINDELWALD,13563,German
bfGZpaXEZvE,There's A Really Dark Side To Elephant Tourism,48688,German
2nuDslpomkQ,Ausladen in Winnipeg - Truck TV Amerika #111,2539,German
1tKaA1TW02I,Der Neue Firefox ist da: Firefox Quantum,3503,German
plMgvHgHIZU,Lea & Chicco - Und was passiert mit den Ponys in Deutschland?,5673,German
qHrSWmgOUyc,"Diese Kohlenhydrate solltet Ihr unbedingt essen! | Dr. Petra Bracht | Gesundheit, Wissen, Ernährung",3697,German
3qtTdwIp89o,Adını Sen Koy Fragman 😻😻,80649,German
BMG8WFMHaIE,"Licht & Schatten/Was belastet Dich oder Dein gegnüber gerade, was sind di Positiven Aspekte?",2348,German
0bCxv-ywJ58,[After School Club] Ep.290 - MONSTA X(몬스타엑스) _ Full Episode _ 111417,40969,German
ysrkpnZBFHo,Söz 22.Bölüm Fragmanı !,78370,German
sDKufEV-4wk,ENO rastet komplett aus auf der Bühne | Unverschämte Fans bespucken CAPO & ENO auf der Bühne,46889,German
GH7mctgTG9A,Aus der schmutzigen Küche / Sind so kleine Hände (Bettina Wegner Cover),2692,German
SKNjuBM_k9g,Experiment - Bilou Duschschaum vs 710 Grad heißer Gasbrenner 😱,62513,German
W739poSvmaI,Sendung bei Anne Will  Zoom auf Verona Pooths Beine  ARD hat Sexismus Problem,29725,German
LfFtRoyXwpw,Wie man bunte Waffeln zum essen selber macht,13977,German
dcd9a3CAumk,The Saintcoms: Die Abrahams | Gute Arbeit Originals,31013,German
OdOmKn6Cn9s,"Նռան հատիկ, Սերիա 47 / Pomegranate seed / Nran hatik",93486,German
0HEuEcR6azo,Omour Jedia S02 Episode 10 14-11-2017 Partie 02,52920,German
tgMvbPkFF7E,Ro Dar Ro (Family Feud) Ghafori VS Haq Parast - Ep.120 / رو در رو - غفوری در مقابل حق پرست,18112,German
vBbWR-kCgVg,Elif 602. Bölüm | Season 4 Episode 42,33135,German
LBAIxgnypHo,Te vreau langa mine! (14.11.2017) - Editie COMPLETA,16156,German
d3G6WDI_i9s,Unfassbares Glück: Junge beinah von LKW überfahren,3900,German
wZRqe9wQCVk,Momente der Woche vom 14.11 - 22.11.2017,3467,German
coi37En-MFU,Морозова (2017). 3 серия. Парашютист / Детектив @ Русские сериалы,42371,German
l8WRkRopW0c,Der Pferde-Check | Reportage für Kinder | Checker Can,4222,German
tIwGaLOhPSM,Senin lider seçilmeni sağlayabilirim! - Eşkıya Dünyaya Hükümdar Olmaz 80. Bölüm,110212,German
o-b8Fssz4KQ,VUCIC POBESNEO ZBOG IZETBEGOVICA!: BiH ako prizna KOSOVO snosice velike POSLEDICE!,19771,German
R1dmozPn3LI,"Maydorns Meinung: DAX, Infineon, Nordex, Tesla, BYD, Millennial Lithium, JinkoSolar",3059,German
HXE8Dz86p7k,Drachenlord YouNow 14.11.2017 Zusammenfassung / 30 Minuten Stream,3978,German
iSb_z8m0ybE,(1/2) Wie verwendet man eine Oberfräse ?   |    Einstellung und Arbeitsweise,20265,German
llyuA7q2BkY,DIY nachhaltiger ADVENTSKALENDER & Ideen zum Befüllen #TypischSissi,7182,German
wl1mb6mLEYg,Gospodar fara pereche 13 Noiembrie 2017 Episodul 11 Online Partea 1-4,57466,German
hgpYdGe5Czg,Plas sherri ne emision/ 53-vjeçari kercenon kunatin: Me gjej dashnoret e motres ose te zhduka,42343,German
qHh_Zonq0W0,Früchteschleim selber machen,6934,German
7JJJCxeJd-k,"Magazina Lokale - Arban Abrashi, Shpend Ahmeti - 13.11.2017 - Klan Kosova",16649,German
DQZc3pM2sC8,Wenn FUßBALLLEGENDEN ihr LETZTES Tor für ihren Club schießen...,48877,German
pavDCJZGRzc,"Ful Haus 7 eterashrjan seria 12 / Фулл Хаус 7 сезон серия 12 / Ֆուլ հաուս, 7-րդ եթերաշրջան, Սերիա 12",62176,German
xcg8S7ysGRc,Shakti - 13th November 2017 - शक्ति - Full Episode,192826,German
PNUUL1DDSpU,"7 Atemberaubende Orte, die so wirklich existieren!",61768,German
tYT-JVCsCFw,Soy Luna 2 - Luna will das Matteo sie in Ruhe lässt (Folge 57),2164,German
QOZdPxGgcv4,Kindersicherung für den Messerblock | Einfach genial | MDR,2222,German
qTKa9XZUoGI,Siyah Beyaz Aşk 5. Bölüm - Al Tatlı Seversin,65933,German
8WQQbP5Xu04,FIFA 18 : Das ENDE der ZWEITEN SAISON !!! 🔥😨😨 Jahn Regensburg Karriere #19,50875,German
XvKp77qPA-w,Was Trump bisher geleistet hat,153729,German
mnXnLeo54FA,BVG – Ohne Uns,684104,German
nHojiun8LGU,DIE 5 GRÖSSTEN YOUTUBER-LÜGEN! | TOP 5,151286,German
SJJ637152e4,Deadpool 2 Trailer German Deutsch (2018),85703,German
hqt16vTFJgc,Skandal! Nutella ändert Rezeptur - LUKE! Die Woche und ich | SAT.1,439882,German
sJBAOvkmbNU,Die Welt in 30 Jahren - Sommer 2047 -  VOLKAN,10529,German
JuoPln48C7o,Grundeinkommens-Verlosung 15.11.2017,13309,German
ocTca4L3ugs,Sword Art Online Exklusiv-News │Tokyo Ghoul Season 3 │AOT Staffel 3 - Ninotaku Anime News #132,50925,German
DcdoBrCvS9o,Eşkıya Dünyaya Hükümdar Olmaz 80. Bölüm,432837,German
_A0N58-vVUI,Die Tagesschau will deinen Hass! So hatest du richtig | WALUEXTRA,72945,German
CXZWqVA-pi8,Sind wir wie RTL? | Gute Frage Special PPP #12,85878,German
fN2R8XNB0Jo,Hayat Sırları 3. Bölüm,67824,German
7dlsBmPbpis,Knusprige Waffelröllchen / Zimtrollen / crunchy Cinnamon Rolls,66712,German
TvUI233eaSg,Das Leben als YouTuber (Positiv&Negativ),159360,German
yYrYchGElek,JP Performance - Need for Speed Payback,522261,German
rQ8E3s-RKM8,WOW 😱 Neueste Smartphone Case Erfindung Samsung / iPhone,19121,German
5EdrxW8znNo,Berlin Tag & Nacht Highlights vom 15.11.2017 #1566,68166,German
IcqZpTSUcZA,7 spannende Rätsel zum grübeln!,137859,German
OV9n85JDEK8,Donald Trump Jr. Wiki-Slides Into The DMs,1035747,German
JIeRy5RAeF8,Jennifer Rostock - Die guten alten Zeiten,54235,German
uPJl261HzXI,Diriliş Ertuğrul 96.Bölüm Fragmanı,110566,German
RqccSEEO-5M,How Trump Has Made China Great Again: The Daily Show,1011849,German
QcYyZ6_glcc,Download and Fix ISDone.dll Error,2408,German
SXHXf9uBBlw,Zug entgleist am Bahnhof Elmshorn,8612,German
PCqg5O1wosg,Folge 2546: Hass auf Gunter | Rote Rosen,7310,German
a-n7gG5Z6gU,Seda ve Uğur'la 48.Bölüm 2.Kısım | 15 Kasım 2017,27862,German
CweLhvhnPYM,An Surfbretter gebunden: Gefangen auf dem Wasser | Die Ruhrpottwache | SAT.1 TV,25220,German
gx-u6oHEImA,Băieți de oraş SEZONUL 2 EPISODUL 10 PARTEA 2 HD,111618,German
4bFe8Eqrjio,IMSR Fly-By,7145,German
ovZ-X6eHdXI,Siyah Beyaz Aşk 5. Bölüm - Komik Sahne - Bir Bebekte Ferhat`lardan Bekliyorum,119289,German
QAThntReX9g,Beni Affet 1255. Bölüm,168416,German
zNKH2cIrutk,Engel Orakel der Liebe vom 15. bis 22. November 2017,7802,German
s6-VLl8-gSk,Haltet Stand! - GSP Airsoft Days 2017 ☆ Gameplay #019,2411,German
0nuW_0SBHoo,Meteorit über Süddeutschland im Video,21645,German
d9FgWxjAe0Y,Kadın 4. Bölüm - Tek Parça - Full Bölüm,211320,German
JQ1hP617-iQ,Hast du das schon mal mit Lego gemacht? 🤔,8792,German
